text,label
و اطلبلي كمان 3 بيف برجر وسط,X X X itemnumber ItemName ItemName ItemSize
خليني احذف وجبة الدويتو,X X ItemName ItemName
عايز اغير الرقم المسجل,X X X X
منغير تومية,Exclude Topping_Exclude
اذا بدك تحضرلي الفاتورة,X X X X
اقدر اروح للخطوة التالية,X X X X
مرحبا,X
فيه مشكلة,X X
هاطلب عصير برتقال,X ItemName ItemName
يلي بعد هذه الخطوة,X X X X
اعرضلي الكارت,X X
اعرضلي العربه,X X
هدى عنواني,X X
ممكن تعرفنى كيف ممكن اغير رقم هاتفى,X X X X X X X
تتكلم انجليزي,X Language
انا بحتاج مساعدتك فى مراجعه الاوردر من فضلك,X X X X X X X X
هل بامكاني الغاء العنوان,X X X X
كدا انا هادفع كام من فضلك,X X X X X X
عايز ارجع لقائمة تغيير البيانات,X X X X X
طيب,X
عايز اشوف الطلبات السابقة,X X X X
عايز انتقل لقائمتي المفضلة,X X X X
ابغى اطلع على الاوردر السابق برقم 9574,X X X X X X OrderNumber
ممكن تبعتلي منيو وجبات الاطفال في ماكدونالدز,X X X X X X X
فيني انتقل للمرحلة الأخيرة,X X X X
وشنو كاين مع الاوردر تبعي,X X X X X
هيوصلني الاوردر في خلال قد ايه,X X X X X X
فيني زودكوا بعنواني,X X X
عطلان بشي,X X
اهلين,X
ضيفلي العنوان,X X
ممكن تعرض لي الاكل المفضل بتاعي,X X X X X X
عايز اتابع طلب 52127,X X X OrderNumber
فيك تعرضلي وجبتي المفضلة,X X X X
بيف برجر 8 حبات اذا بتريد,ItemName ItemName itemnumber X X X
داير بخاطرى اشوف ايه الى طلبته,X X X X X X
بدي طاجن ربيان معاه تشيلي صوص,X ItemName ItemName Include Topping_Include Topping_Include
عايز الاكل الي طلبتوا قبل كدا,X X X X X X
عطيني قائمة الاوردر يلي طلبته,X X X X X
اظهرلي منيو المقبلات,X X MenuName
زودني بالطلبات حجي,X X X
الغيلي عنوان البيت,X X X
رقم 10,X X
وش سوي بعد,X X X
مرحبتين,X
فيك تفرجيني الأشيا يلي طلبتها بليز,X X X X X X
فيك توصلني بشي حدا,X X X X
فيك تعرضلي طلبي المفضل,X X X X
ممكن ارجع للقايمة الرئيسية,X X X X
عايزة اسأل سؤال,X X X
خبرني شو المشكلة هاي,X X X X
فيني اتحدث بالعربية,X X Language
بعد اذنك مش عارفة اغير رقمي,X X X X X X
عايز اطلب اكل,X X X
سوف اقوم بتعديل رقم المحمول,X X X X X
عبيييل,X
عايزة اعرف شوية حاجات من فضلك,X X X X X X
فيني ارجع شوف المنيو مرة اخرى,X X X X X X
زودلي على الاوردر اتنين ساندوتش شاورما منغبر تومية,X X X itemnumber ItemName ItemName Exclude Topping_Exclude
عايز الغي العنوان المتسجل,X X X X
راح زود الهابي ميل,X X ItemName ItemName
عايز اتواصل باللغة الفرنسة لو سمحت,X X X Language X X
بدي ضيف العنوان هلأ,X X X X
عايز اشيل وجبه التشيكن تيندر,X X X ItemName ItemName
اديني وجبة التوفير,X ItemName ItemName
ممكن الفاتورة,X X
سميكة,X
كيف بطلب الاوردر,X X X
1 شيش طاووك كبير زيادة كاتشب,itemnumber ItemName ItemName ItemSize Include Topping_Include
عم بنتضر الاوردر,X X X
ممكن اضيف عنوان جديد,X X X X
راجعلي على الطلبات,X X X
فيك تخبرنى وينه الاوردر 20658 الان,X X X X OrderNumber X
عايز اغير العنوان المتسجل,X X X X
اريد التحدث مع انسان,X X X X
وصلني لحد من ممثلين خدمة العملاء,X X X X X X
حياكم الله,X X
هدى رقمي الجديد,X X X
شو خبارج,X X
خلى الرقم 01258963585 هو رقمى الجديد,X X phone X X X
ممكن احط رقم البيت,X X X X
فيك تغيرلي عنواني المسجل عنكون,X X X X X
5 ساندوتشات شاورما لحمة كبير منغير كاتشب,itemnumber ItemName ItemName X ItemSize Exclude Topping_Exclude
عايز اعدل عنواني,X X X
واحدة بيبسي زيرو سكر,itemnumber ItemName Exclude Topping_Exclude
كنت عايز الغي العنوان,X X X X
عايز 2 بيتزا مارجريتا حجم صغير,X itemnumber ItemName ItemName X ItemSize
داير حاسب,X X
شو المنيو اليوم,X X X
سجلي عنوان بيتي,X X X
غيرلى العنوان اذا بتسمح,X X X X
انا عايزة الحساب من فضلك,X X X X X
فيك تزودني بالحساب,X X X
بلكي اتكلم عربي,X X Language
زود مجموعة سلطات,X X ItemName
بدي ضيف رقم السيلولير الجديد 0549140549,X X X X X phone
فراخ,X
مادري ليش اتأخر الاوردر,X X X X
هل يمكنني الذهاب للخطوة التالية,X X X X X
اقدر الغي العنوان المسجل,X X X X
كنت عايز عنوان المنزل,X X X X
فيني الغي وجبة الماك دينار اذا بتريد,X X ItemName ItemName ItemName X X
اعرض لي طلبي المعتاد,X X X X
من فضلك عايز منيو الفطار في ماكدونالدز,X X X X X X X
ابا شوف منيو المشروبات,X X X MenuName
انا خلصت كل الطلبات,X X X X
ممكن تعرفنى ايه اللى أخر الاوردر 20114 لحد دلوقتى,X X X X X X OrderNumber X X
بدي ضيف رقم سليلاري,X X X X
فيك تحكي عربي اذا بتريد,X X Language X X
عاوز اضيف رقمي الجديد,X X X X
الشارع يلي بسكن فيه,X X X X
كنت عايز الغي عنوان البيت,X X X X X
انا بدي منيو المشروبات تبع ستاربكس,X X X X X X
الغي وجبة الدويتو,X ItemName ItemName
احذف الرقم ده 54564545,X X X phone
فيك توصلني بشي شخص,X X X X
شفيك,X
ابي شوف البيتزا الموجودة,X X MenuName X
هستلمه في خلال اد ايه,X X X X X
لو سمحت تضيفلي وجبة الجراند تشيكن,X X X ItemName ItemName ItemName
عاوز اضيف رقمي الجديد,X X X X
هستلم الأكل في خلال اد ايه,X X X X X X
ممكن اتابع الأكل وصل لحد فين,X X X X X X
فيني حدث رقم الموبايل بليز,X X X X X
وينو الاكل تبعي,X X X
عايز منيو السلطات,X X MenuName
الغيلي الوجبة العائلية,X ItemName ItemName
لارج,ItemSize
اريد تتبع الاوردر,X X X
شنو الاكل الي موجدود,X X X X
ابغا المنيو هلا,X X X
الرجوع الى المنيو,X X X
هل يمكن ان اتتبع الاوردر,X X X X X
صارلي زمان عطلان بشي,X X X X
عايز اسجل عنوان شقتي,X X X X
لحمة,X
انا عايزة اسأل على حاجة,X X X X X
من فضلك عايز طبق ربع مشكل,X X X X ItemSize ItemName
فيك تزودلي ساندوتش دجاج,X X ItemName ItemName
عايزة اضيف الوجبة العائلية,X X ItemName ItemName
ايه تاني,X X
ممكن تبعتلي الاوردرات الي طلبتها قبل كدا,X X X X X X X
حابب اتحدث عربي,X X Language
هبعت عنوان البيت,X X X
ابعتلي الطلبات المسجلة من فضلك,X X X X X
فيك تفرجينى لوين وصل الاوردر رقم 94450,X X X X X X OrderNumber
وينها المشكله فى تاخير الاوردر حقى,X X X X X X
عايزة امسح عنواني لو سمحت,X X X X X
يعطيك العافية بدي غير رقم الجوال,X X X X X X
عايزة استفسر عن حاجة,X X X X
من فضلك تغيرلي الرقم القديم وتحطلي الرقم ده 05044444444,X X X X X X X X phone
ممكن استرجع الاوردرات الي طلبتها قبل كدا لو سمحت,X X X X X X X X X
عنوان جديد,X X
كديرا,X
فيني غير اللغة الى الانجليزية,X X X X Language
عايز اشيل الماك دينار,X X ItemName ItemName
عايزة الغي العنوان المسجل,X X X X
امسح الرقم ده 0100000000,X X X phone
اقدر اغير رقم الموبايل,X X X X
اني جوعان,X X
كان بدي اسألك بشي,X X X X
عايز خطواط اضافة العنوان,X X X X
خنشوف الاوردر حقي,X X X
عايزة اضيف عنوان البيت الجديد,X X X X X
عاوز ابدل رقمي القديم بواحد جديد,X X X X X X
عايز الغي عنواني,X X X
كنت عايزة الاوردر المفضل بتاعي,X X X X X
فيك توفرلى طريقه اتكلم بها مع اى شخص,X X X X X X X X
أنا جوان,X X
وش سوي المرحلة القادمة,X X X X
وريني الاوردر المفضل بتاعي,X X X X
ابغا اتطلع على الطلب رقم 8833,X X X X X OrderNumber
بغيت اعرف كذا شغله,X X X X
عايز انتقل للمرحلة التالية من فضلك,X X X X X X
عايزة مساعدة,X X
يعطيك العافية ارسلي قائمة الاكل,X X X X X
لو سمحت اعرف الاوردر فاضلوا قد ايه,X X X X X X X
لو سمحت ممكن تغيرلي عنوان البيت وتخليه عنوان الشغل,X X X X X X X X X
اذهب للحساب من فضلك,X X X X
حضرتك ممكن تمسح الرقم القديم,X X X X X
الحساب يافندم,X X
اعرضلي الاوردرات الي طلبتها قبل كدا,X X X X X X
اقدر ارجع للقائمة السابقة,X X X X
الله يسلم عليك,X X X
راح اتحدث بالعربية,X X Language
خاطر ع بالى اطلب 2 وجبه ميكس تو ميل اذا سمحت,X X X X itemnumber ItemName ItemName ItemName X X X
انا عايزة ادفع لو سمحت,X X X X X
لك ها,X X
عايزة اشوف الاوردرات المسجلة,X X X X
حدثنى عربى من فضلك,X Language X X
فيك فرجيني قائمة البرجر بليز,X X X MenuName X
فيك تنقلني لحدا من خدمة العملا بليز,X X X X X X X
هلأ بدي الغي وجبة السوبر ستار,X X X ItemName ItemName ItemName
هختار الخضار مش البطاطس,Include Topping_Include Exclude Topping_Exclude
بليز فيني الغي عنواني المسجل,X X X X X
من فضلك تضيفلي رقم موبايلي الجديد,X X X X X X
حابب اتابع الاوردر,X X X
ايه الأكل الي موجود,X X X X
عايزة اجرب التشيز برجر اكسترا صوص,X X ItemName ItemName Include Topping_Include
داير ع بالى اطلب 8 ساندوتشات شيش طاووق كبير بدون كاتشب وسلطات مع اضافه الطحينه والمايونيز,X X X X itemnumber ItemName ItemName ItemName ItemSize Exclude Topping_Exclude Topping_Exclude Include Include Topping_Include Topping_Include
سويلي حذف لهذا الرقم 65454454,X X X X phone
اذا بدك اعطني الشيك,X X X X
عايزة اشوف الاوردرات القديمة,X X X X
عايزة حجم صغير,X X ItemSize
ابعتلي رابط قائمة تغيير البيانات,X X X X X
كومبو,X
اوردر 2 بيتزا سوبر سوبريم من غير هوت دوج,X itemnumber ItemName ItemName ItemName Exclude Exclude Topping_Exclude Topping_Exclude
عايز الطبق الجانبي فرايز,Include X X Topping_Include
ابي اختار اللغة العربية,X X X Language
بدي ارجع للقائمة الرئيسية اذا بتريد,X X X X X X
محتاجة 2 بيتزا خضروات وسط,X itemnumber ItemName ItemName ItemSize
عندكوا تشيكن باربيكيو بيتزا,X ItemName ItemName ItemName
الخامس,X
فيك تعرضلي طلبي المفضل,X X X X
اريد التحدث بالانجليزية,X X Language
